CODE,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,mp_firstname,mp_surname,mp_gender,result,first_party,second_party
E14000594,E12000006,Brentwood and Ongar,Essex,East,England,County,Alex,Burghart,Male,Con hold,Con,Lab
W07000073,W92000004,Bridgend,Gwent and Mid Glamorgan,Wales,Wales,County,Jamie,Wallis,Male,Con gain from Lab,Con,Lab
E14000595,E12000009,Bridgwater and West Somerset,Somerset,South West,England,County,Ian,Liddell-Grainger,Male,Con hold,Con,Lab
E14000596,E12000003,Brigg and Goole,Humberside,Yorkshire and The Humber,England,County,Andrew,Percy,Male,Con hold,Con,Lab
E14000597,E12000008,"Brighton, Kemptown",East Sussex,South East,England,Borough,Lloyd,Russell-Moyle,Male,Lab hold,Lab,Con
E14000598,E12000008,"Brighton, Pavilion",East Sussex,South East,England,Borough,Caroline,Lucas,Female,Green hold,Green,Lab
E14000599,E12000009,Bristol East,Avon,South West,England,Borough,Kerry,McCarthy,Female,Lab hold,Lab,Con
E14000600,E12000009,Bristol North West,Avon,South West,England,Borough,Darren,Jones,Male,Lab hold,Lab,Con
E14000601,E12000009,Bristol South,Avon,South West,England,Borough,Karin,Smyth,Female,Lab hold,Lab,Con
E14000602,E12000009,Bristol West,Avon,South West,England,Borough,Thangam,Debbonaire,Female,Lab hold,Lab,Green
E14000603,E12000006,Broadland,Norfolk,East,England,County,Jerome,Mayhew,Male,Con hold,Con,Lab
E14000604,E12000007,Bromley and Chislehurst,London,London,England,Borough,Robert,Neill,Male,Con hold,Con,Lab
E14000605,E12000005,Bromsgrove,Hereford and Worcester,West Midlands,England,County,Sajid,Javid,Male,Con hold,Con,Lab
E14000606,E12000006,Broxbourne,Hertfordshire,East,England,Borough,Charles,Walker,Male,Con hold,Con,Lab
E14000607,E12000004,Broxtowe,Nottinghamshire,East Midlands,England,County,Darren,Henry,Male,Con hold,Con,Lab
E14000608,E12000008,Buckingham,Buckinghamshire,South East,England,County,Greg,Smith,Male,Con gain from Spk,Con,LD
E14000609,E12000002,Burnley,Lancashire,North West,England,Borough,Antony,Higginbotham,Male,Con gain from Lab,Con,Lab
E14000610,E12000005,Burton,Staffordshire,West Midlands,England,County,Kate,Griffiths,Female,Con hold,Con,Lab
E14000611,E12000002,Bury North,Greater Manchester,North West,England,Borough,James,Daly,Male,Con gain from Lab,Con,Lab
E14000612,E12000002,Bury South,Greater Manchester,North West,England,Borough,Christian,Wakeford,Male,Con gain from Lab,Con,Lab
E14000613,E12000006,Bury St Edmunds,Suffolk,East,England,County,Jo,Churchill,Female,Con hold,Con,Lab
W07000076,W92000004,Caerphilly,Gwent and Mid Glamorgan,Wales,Wales,County,Wayne,David,Male,Lab hold,Lab,Con
S14000009,S92000003,"Caithness, Sutherland and Easter Ross",Scotland,Scotland,Scotland,County,Jamie,Stone,Male,LD hold,LD,SNP
E14000614,E12000003,Calder Valley,West Yorkshire,Yorkshire and The Humber,England,County,Craig,Whittaker,Male,Con hold,Con,Lab
E14000615,E12000007,Camberwell and Peckham,London,London,England,Borough,Harriet,Harman,Female,Lab hold,Lab,Con
E14000616,E12000009,Camborne and Redruth,Cornwall,South West,England,County,George,Eustice,Male,Con hold,Con,Lab
E14000617,E12000006,Cambridge,Cambridgeshire,East,England,Borough,Daniel,Zeichner,Male,Lab hold,Lab,LD
E14000618,E12000005,Cannock Chase,Staffordshire,West Midlands,England,County,Amanda,Milling,Female,Con hold,Con,Lab
E14000619,E12000008,Canterbury,Kent,South East,England,County,Rosemary,Duffield,Female,Lab hold,Lab,Con
W07000050,W92000004,Cardiff Central,South Glamorgan,Wales,Wales,Borough,Jo,Stevens,Female,Lab hold,Lab,Con
W07000051,W92000004,Cardiff North,South Glamorgan,Wales,Wales,Borough,Anna,McMorrin,Female,Lab hold,Lab,Con
W07000080,W92000004,Cardiff South and Penarth,South Glamorgan,Wales,Wales,Borough,Stephen,Doughty,Male,Lab hold,Lab,Con
W07000079,W92000004,Cardiff West,South Glamorgan,Wales,Wales,Borough,Kevin,Brennan,Male,Lab hold,Lab,Con
E14000620,E12000002,Carlisle,Cumbria,North West,England,County,John,Stevenson,Male,Con hold,Con,Lab
W07000067,W92000004,Carmarthen East and Dinefwr,Dyfed,Wales,Wales,County,Jonathan,Edwards,Male,PC hold,PC,Con
W07000066,W92000004,Carmarthen West and South Pembrokeshire,Dyfed,Wales,Wales,County,Simon,Hart,Male,Con hold,Con,Lab
E14000621,E12000007,Carshalton and Wallington,London,London,England,Borough,Elliot,Colburn,Male,Con gain from LD,Con,LD
E14000622,E12000006,Castle Point,Essex,East,England,Borough,Rebecca,Harris,Female,Con hold,Con,Lab
S14000010,S92000003,Central Ayrshire,Scotland,Scotland,Scotland,County,Philippa,Whitford,Female,SNP hold,SNP,Con
E14000623,E12000009,Central Devon,Devon,South West,England,County,Mel,Stride,Male,Con hold,Con,Lab
E14000624,E12000006,Central Suffolk and North Ipswich,Suffolk,East,England,County,Dan,Poulter,Male,Con hold,Con,Lab
W07000064,W92000004,Ceredigion,Dyfed,Wales,Wales,County,Ben,Lake,Male,PC hold,PC,Con
E14000625,E12000004,Charnwood,Leicestershire,East Midlands,England,County,Edward,Argar,Male,Con hold,Con,Lab
E14000626,E12000008,Chatham and Aylesford,Kent,South East,England,County,Tracey,Crouch,Female,Con hold,Con,Lab
E14000627,E12000002,Cheadle,Greater Manchester,North West,England,Borough,Mary,Robinson,Female,Con hold,Con,LD
E14000628,E12000006,Chelmsford,Essex,East,England,Borough,Vicky,Ford,Female,Con hold,Con,LD
E14000629,E12000007,Chelsea and Fulham,London,London,England,Borough,Greg,Hands,Male,Con hold,Con,LD
E14000630,E12000009,Cheltenham,Gloucestershire,South West,England,Borough,Alex,Chalk,Male,Con hold,Con,LD
E14000631,E12000008,Chesham and Amersham,Buckinghamshire,South East,England,County,Cheryl,Gillan,Female,Con hold,Con,LD
E14000632,E12000004,Chesterfield,Derbyshire,East Midlands,England,Borough,Toby,Perkins,Male,Lab hold,Lab,Con
E14000633,E12000008,Chichester,West Sussex,South East,England,County,Gillian,Keegan,Female,Con hold,Con,LD
E14000634,E12000007,Chingford and Woodford Green,London,London,England,County,Iain,Duncan Smith,Male,Con hold,Con,Lab
E14000635,E12000009,Chippenham,Wiltshire,South West,England,County,Michelle,Donelan,Female,Con hold,Con,LD
E14000636,E12000007,Chipping Barnet,London,London,England,Borough,Theresa,Villiers,Female,Con hold,Con,Lab
E14000637,E12000002,Chorley,Lancashire,North West,England,County,Lindsay,Hoyle,Male,Spk gain from Lab,Spk,Ind
E14000638,E12000009,Christchurch,Dorset,South West,England,County,Christopher,Chope,Male,Con hold,Con,LD
E14000639,E12000007,Cities Of London and Westminster,London,London,England,Borough,Nickie,Aiken,Female,Con hold,Con,LD
E14000640,E12000002,City Of Chester,Cheshire,North West,England,County,Christian,Matheson,Male,Lab hold,Lab,Con
E14000641,E12000001,City Of Durham,Durham,North East,England,County,Mary,Foy,Female,Lab hold,Lab,Con
E14000642,E12000006,Clacton,Essex,East,England,County,Giles,Watling,Male,Con hold,Con,Lab
E14000643,E12000003,Cleethorpes,Humberside,Yorkshire and The Humber,England,County,Martin,Vickers,Male,Con hold,Con,Lab
W07000062,W92000004,Clwyd South,Clwyd,Wales,Wales,County,Simon,Baynes,Male,Con gain from Lab,Con,Lab
W07000059,W92000004,Clwyd West,Clwyd,Wales,Wales,County,David,Jones,Male,Con hold,Con,Lab
S14000011,S92000003,"Coatbridge, Chryston and Bellshill",Scotland,Scotland,Scotland,Borough,Steven,Bonnar,Male,SNP gain from Lab,SNP,Lab
E14000644,E12000006,Colchester,Essex,East,England,Borough,Will,Quince,Male,Con hold,Con,Lab
E14000645,E12000003,Colne Valley,West Yorkshire,Yorkshire and The Humber,England,County,Jason,McCartney,Male,Con gain from Lab,Con,Lab
E14000646,E12000002,Congleton,Cheshire,North West,England,County,Fiona,Bruce,Female,Con hold,Con,Lab
E14000647,E12000002,Copeland,Cumbria,North West,England,County,Trudy,Harrison,Female,Con hold,Con,Lab
E14000648,E12000004,Corby,Northamptonshire,East Midlands,England,County,Tom,Pursglove,Male,Con hold,Con,Lab
E14000649,E12000005,Coventry North East,West Midlands,West Midlands,England,Borough,Colleen,Fletcher,Female,Lab hold,Lab,Con
E14000650,E12000005,Coventry North West,West Midlands,West Midlands,England,Borough,Taiwo,Owatemi,Female,Lab hold,Lab,Con
E14000651,E12000005,Coventry South,West Midlands,West Midlands,England,Borough,Zarah,Sultana,Female,Lab hold,Lab,Con
E14000652,E12000008,Crawley,West Sussex,South East,England,Borough,Henry,Smith,Male,Con hold,Con,Lab
E14000653,E12000002,Crewe and Nantwich,Cheshire,North West,England,County,Kieran,Mullan,Male,Con gain from Lab,Con,Lab
E14000654,E12000007,Croydon Central,London,London,England,Borough,Sarah,Jones,Female,Lab hold,Lab,Con
E14000655,E12000007,Croydon North,London,London,England,Borough,Steve,Reed,Male,Lab hold,Lab,Con
E14000656,E12000007,Croydon South,London,London,England,Borough,Chris,Philp,Male,Con hold,Con,Lab
S14000012,S92000003,"Cumbernauld, Kilsyth and Kirkintilloch East",Scotland,Scotland,Scotland,County,Stuart C.,McDonald,Male,SNP hold,SNP,Lab
W07000070,W92000004,Cynon Valley,Gwent and Mid Glamorgan,Wales,Wales,County,Beth,Winter,Female,Lab hold,Lab,Con
E14000657,E12000007,Dagenham and Rainham,London,London,England,Borough,Jon,Cruddas,Male,Lab hold,Lab,Con
E14000658,E12000001,Darlington,Durham,North East,England,Borough,Peter,Gibson,Male,Con gain from Lab,Con,Lab
E14000659,E12000008,Dartford,Kent,South East,England,County,Gareth,Johnson,Male,Con hold,Con,Lab
E14000660,E12000004,Daventry,Northamptonshire,East Midlands,England,County,Chris,Heaton-Harris,Male,Con hold,Con,Lab
W07000042,W92000004,Delyn,Clwyd,Wales,Wales,County,Rob,Roberts,Male,Con gain from Lab,Con,Lab
E14000661,E12000002,Denton and Reddish,Greater Manchester,North West,England,Borough,Andrew,Gwynne,Male,Lab hold,Lab,Con
E14000662,E12000004,Derby North,Derbyshire,East Midlands,England,Borough,Amanda,Solloway,Female,Con gain from Lab,Con,Lab
E14000664,E12000004,Derbyshire Dales,Derbyshire,East Midlands,England,County,Sarah,Dines,Female,Con hold,Con,Lab
E14000663,E12000004,Derby South,Derbyshire,East Midlands,England,Borough,Margaret,Beckett,Female,Lab hold,Lab,Con
E14000665,E12000009,Devizes,Wiltshire,South West,England,County,Danny,Kruger,Male,Con hold,Con,LD
E14000666,E12000003,Dewsbury,West Yorkshire,Yorkshire and The Humber,England,County,Mark,Eastwood,Male,Con gain from Lab,Con,Lab
E14000668,E12000003,Doncaster Central,South Yorkshire,Yorkshire and The Humber,England,Borough,Rosie,Winterton,Female,Lab hold,Lab,Con
E14000669,E12000003,Doncaster North,South Yorkshire,Yorkshire and The Humber,England,County,Edward,Miliband,Male,Lab hold,Lab,Con
E14000667,E12000003,Don Valley,South Yorkshire,Yorkshire and The Humber,England,County,Nick,Fletcher,Male,Con gain from Lab,Con,Lab
E14000670,E12000008,Dover,Kent,South East,England,County,Natalie,Elphicke,Female,Con hold,Con,Lab
E14000671,E12000005,Dudley North,West Midlands,West Midlands,England,Borough,Marco,Longhi,Male,Con gain from Lab,Con,Lab
E14000672,E12000005,Dudley South,West Midlands,West Midlands,England,Borough,Mike,Wood,Male,Con hold,Con,Lab
E14000673,E12000007,Dulwich and West Norwood,London,London,England,Borough,Helen,Hayes,Female,Lab hold,Lab,Green
S14000013,S92000003,Dumfries and Galloway,Scotland,Scotland,Scotland,County,Alister,Jack,Male,Con hold,Con,SNP
S14000014,S92000003,"Dumfriesshire, Clydesdale and Tweeddale",Scotland,Scotland,Scotland,County,David,Mundell,Male,Con hold,Con,SNP
S14000015,S92000003,Dundee East,Scotland,Scotland,Scotland,Borough,Stewart,Hosie,Male,SNP hold,SNP,Con
S14000016,S92000003,Dundee West,Scotland,Scotland,Scotland,Borough,Chris,Law,Male,SNP hold,SNP,Lab
S14000017,S92000003,Dunfermline and West Fife,Scotland,Scotland,Scotland,County,Douglas,Chapman,Male,SNP hold,SNP,Lab
W07000061,W92000004,Dwyfor Meirionnydd,Gwynedd,Wales,Wales,County,Liz,Saville Roberts,Female,PC hold,PC,Con
E14000674,E12000007,Ealing Central and Acton,London,London,England,Borough,Rupa,Huq,Female,Lab hold,Lab,Con
E14000675,E12000007,Ealing North,London,London,England,Borough,James,Murray,Male,Lab hold,Lab,Con
E14000676,E12000007,"Ealing, Southall",London,London,England,Borough,Virendra,Sharma,Male,Lab hold,Lab,Con
E14000677,E12000001,Easington,Durham,North East,England,County,Grahame,Morris,Male,Lab hold,Lab,Con
N06000005,N92000002,East Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,Sammy,Wilson,Male,DUP hold,DUP,Alliance
E14000684,E12000008,Eastbourne,East Sussex,South East,England,Borough,Caroline,Ansell,Female,Con gain from LD,Con,LD
E14000678,E12000009,East Devon,Devon,South West,England,County,Simon,Jupp,Male,Con hold,Con,Ind
S14000018,S92000003,East Dunbartonshire,Scotland,Scotland,Scotland,County,Amy,Callaghan,Female,SNP gain from LD,SNP,LD
E14000679,E12000007,East Ham,London,London,England,Borough,Stephen,Timms,Male,Lab hold,Lab,Con
E14000680,E12000008,East Hampshire,Hampshire,South East,England,County,Damian,Hinds,Male,Con hold,Con,LD
S14000019,S92000003,"East Kilbride, Strathaven and Lesmahagow",Scotland,Scotland,Scotland,County,Lisa,Cameron,Female,SNP hold,SNP,Lab
E14000685,E12000008,Eastleigh,Hampshire,South East,England,Borough,Paul,Holmes,Male,Con hold,Con,LD
N06000006,N92000002,East Londonderry,Northern Ireland,Northern Ireland,Northern Ireland,County,Gregory,Campbell,Male,DUP hold,DUP,SDLP
S14000020,S92000003,East Lothian,Scotland,Scotland,Scotland,County,Kenny,MacAskill,Male,SNP gain from Lab,SNP,Lab
S14000021,S92000003,East Renfrewshire,Scotland,Scotland,Scotland,County,Kirsten,Oswald,Female,SNP gain from Con,SNP,Con
E14000681,E12000008,East Surrey,Surrey,South East,England,County,Claire,Coutinho,Female,Con hold,Con,LD
E14000682,E12000008,East Worthing and Shoreham,West Sussex,South East,England,County,Tim,Loughton,Male,Con hold,Con,Lab
E14000683,E12000003,East Yorkshire,Humberside,Yorkshire and The Humber,England,County,Greg,Knight,Male,Con hold,Con,Lab
E14000686,E12000002,Eddisbury,Cheshire,North West,England,County,Edward,Timpson,Male,Con hold,Con,Lab
S14000022,S92000003,Edinburgh East,Scotland,Scotland,Scotland,Borough,Tommy,Sheppard,Male,SNP hold,SNP,Lab
S14000023,S92000003,Edinburgh North and Leith,Scotland,Scotland,Scotland,Borough,Deidre,Brock,Female,SNP hold,SNP,Lab
S14000024,S92000003,Edinburgh South,Scotland,Scotland,Scotland,Borough,Ian,Murray,Male,Lab hold,Lab,SNP
S14000025,S92000003,Edinburgh South West,Scotland,Scotland,Scotland,Borough,Joanna,Cherry,Female,SNP hold,SNP,Con
S14000026,S92000003,Edinburgh West,Scotland,Scotland,Scotland,Borough,Christine,Jardine,Female,LD hold,LD,SNP
E14000687,E12000007,Edmonton,London,London,England,Borough,Kate,Osamor,Female,Lab hold,Lab,Con
E14000688,E12000002,Ellesmere Port and Neston,Cheshire,North West,England,County,Justin,Madders,Male,Lab hold,Lab,Con
E14000689,E12000003,Elmet and Rothwell,West Yorkshire,Yorkshire and The Humber,England,County,Alec,Shelbrooke,Male,Con hold,Con,Lab
E14000690,E12000007,Eltham,London,London,England,Borough,Clive,Efford,Male,Lab hold,Lab,Con
E14000691,E12000007,Enfield North,London,London,England,Borough,Feryal,Clark,Female,Lab hold,Lab,Con
E14000692,E12000007,"Enfield, Southgate",London,London,England,Borough,Bambos,Charalambous,Male,Lab hold,Lab,Con
E14000693,E12000006,Epping Forest,Essex,East,England,County,Eleanor,Laing,Female,Con hold,Con,Lab
E14000694,E12000008,Epsom and Ewell,Surrey,South East,England,Borough,Chris,Grayling,Male,Con hold,Con,LD
E14000695,E12000004,Erewash,Derbyshire,East Midlands,England,County,Maggie,Throup,Female,Con hold,Con,Lab
E14000696,E12000007,Erith and Thamesmead,London,London,England,Borough,Abena,Oppong-Asare,Female,Lab hold,Lab,Con
E14000697,E12000008,Esher and Walton,Surrey,South East,England,Borough,Dominic,Raab,Male,Con hold,Con,LD
E14000698,E12000009,Exeter,Devon,South West,England,Borough,Ben,Bradshaw,Male,Lab hold,Lab,Con
S14000028,S92000003,Falkirk,Scotland,Scotland,Scotland,County,John,McNally,Male,SNP hold,SNP,Con
E14000699,E12000008,Fareham,Hampshire,South East,England,County,Suella,Braverman,Female,Con hold,Con,Lab
E14000700,E12000008,Faversham and Mid Kent,Kent,South East,England,County,Helen,Whately,Female,Con hold,Con,Lab
E14000701,E12000007,Feltham and Heston,London,London,England,Borough,Seema,Malhotra,Female,Lab hold,Lab,Con
N06000007,N92000002,Fermanagh and South Tyrone,Northern Ireland,Northern Ireland,Northern Ireland,County,Michelle,Gildernew,Female,SF hold,SF,UUP
E14000702,E12000009,Filton and Bradley Stoke,Avon,South West,England,County,Jack,Lopresti,Male,Con hold,Con,Lab
E14000703,E12000007,Finchley and Golders Green,London,London,England,Borough,Mike,Freer,Male,Con hold,Con,LD
E14000704,E12000008,Folkestone and Hythe,Kent,South East,England,County,Damian,Collins,Male,Con hold,Con,Lab
E14000705,E12000009,Forest Of Dean,Gloucestershire,South West,England,County,Mark,Harper,Male,Con hold,Con,Lab
N06000008,N92000002,Foyle,Northern Ireland,Northern Ireland,Northern Ireland,County,Colum,Eastwood,Male,SDLP gain from SF,SDLP,SF
E14000706,E12000002,Fylde,Lancashire,North West,England,County,Mark,Menzies,Male,Con hold,Con,Lab
E14000707,E12000004,Gainsborough,Lincolnshire,East Midlands,England,County,Edward,Leigh,Male,Con hold,Con,Lab
E14000708,E12000002,Garston and Halewood,Merseyside,North West,England,Borough,Maria,Eagle,Female,Lab hold,Lab,Con
E14000709,E12000001,Gateshead,Tyne and Wear,North East,England,Borough,Ian,Mearns,Male,Lab hold,Lab,Con
E14000710,E12000004,Gedling,Nottinghamshire,East Midlands,England,County,Tom,Randall,Male,Con gain from Lab,Con,Lab
E14000711,E12000008,Gillingham and Rainham,Kent,South East,England,Borough,Rehman,Chishti,Male,Con hold,Con,Lab
S14000029,S92000003,Glasgow Central,Scotland,Scotland,Scotland,Borough,Alison,Thewliss,Female,SNP hold,SNP,Lab
S14000030,S92000003,Glasgow East,Scotland,Scotland,Scotland,Borough,David,Linden,Male,SNP hold,SNP,Lab
S14000031,S92000003,Glasgow North,Scotland,Scotland,Scotland,Borough,Patrick,Grady,Male,SNP hold,SNP,Lab
S14000032,S92000003,Glasgow North East,Scotland,Scotland,Scotland,Borough,Anne,McLaughlin,Female,SNP gain from Lab Coop,SNP,Lab
S14000033,S92000003,Glasgow North West,Scotland,Scotland,Scotland,Borough,Carol,Monaghan,Female,SNP hold,SNP,Lab
S14000034,S92000003,Glasgow South,Scotland,Scotland,Scotland,Borough,Stewart Malcolm,McDonald,Male,SNP hold,SNP,Lab
S14000035,S92000003,Glasgow South West,Scotland,Scotland,Scotland,Borough,Chris,Stephens,Male,SNP hold,SNP,Lab
S14000036,S92000003,Glenrothes,Scotland,Scotland,Scotland,County,Peter,Grant,Male,SNP hold,SNP,Lab
E14000712,E12000009,Gloucester,Gloucestershire,South West,England,Borough,Richard,Graham,Male,Con hold,Con,Lab
S14000037,S92000003,Gordon,Scotland,Scotland,Scotland,County,Richard,Thomson,Male,SNP gain from Con,SNP,Con
E14000713,E12000008,Gosport,Hampshire,South East,England,Borough,Caroline,Dinenage,Female,Con hold,Con,Lab
W07000046,W92000004,Gower,West Glamorgan,Wales,Wales,County,Tonia,Antoniazzi,Female,Lab hold,Lab,Con
E14000714,E12000004,Grantham and Stamford,Lincolnshire,East Midlands,England,County,Gareth,Davies,Male,Con hold,Con,Lab
E14000715,E12000008,Gravesham,Kent,South East,England,County,Adam,Holloway,Male,Con hold,Con,Lab
E14000716,E12000003,Great Grimsby,Humberside,Yorkshire and The Humber,England,Borough,Lia,Nici,Female,Con gain from Lab,Con,Lab
E14000717,E12000006,Great Yarmouth,Norfolk,East,England,County,Brandon,Lewis,Male,Con hold,Con,Lab
E14000718,E12000007,Greenwich and Woolwich,London,London,England,Borough,Matthew,Pennycook,Male,Lab hold,Lab,Con
E14000719,E12000008,Guildford,Surrey,South East,England,County,Angela,Richardson,Female,Con hold,Con,LD
E14000720,E12000007,Hackney North and Stoke Newington,London,London,England,Borough,Diane,Abbott,Female,Lab hold,Lab,Con
E14000721,E12000007,Hackney South and Shoreditch,London,London,England,Borough,Meg,Hillier,Female,Lab hold,Lab,Con
E14000722,E12000005,Halesowen and Rowley Regis,West Midlands,West Midlands,England,Borough,James,Morris,Male,Con hold,Con,Lab
E14000723,E12000003,Halifax,West Yorkshire,Yorkshire and The Humber,England,Borough,Holly,Lynch,Female,Lab hold,Lab,Con
E14000724,E12000003,Haltemprice and Howden,Humberside,Yorkshire and The Humber,England,County,David,Davis,Male,Con hold,Con,Lab
E14000725,E12000002,Halton,Cheshire,North West,England,County,Derek,Twigg,Male,Lab hold,Lab,Con
E14000726,E12000007,Hammersmith,London,London,England,Borough,Andy,Slaughter,Male,Lab hold,Lab,Con
E14000727,E12000007,Hampstead and Kilburn,London,London,England,Borough,Tulip,Siddiq,Female,Lab hold,Lab,Con
E14000728,E12000004,Harborough,Leicestershire,East Midlands,England,County,Neil,O'Brien,Male,Con hold,Con,Lab
E14000729,E12000006,Harlow,Essex,East,England,County,Robert,Halfon,Male,Con hold,Con,Lab
E14000730,E12000003,Harrogate and Knaresborough,North Yorkshire,Yorkshire and The Humber,England,County,Andrew,Jones,Male,Con hold,Con,LD
E14000731,E12000007,Harrow East,London,London,England,Borough,Bob,Blackman,Male,Con hold,Con,Lab
E14000732,E12000007,Harrow West,London,London,England,Borough,Gareth,Thomas,Male,Lab hold,Lab,Con
E14000733,E12000001,Hartlepool,Cleveland,North East,England,Borough,Mike,Hill,Male,Lab hold,Lab,Con
E14000734,E12000006,Harwich and North Essex,Essex,East,England,County,Bernard,Jenkin,Male,Con hold,Con,Lab
E14000735,E12000008,Hastings and Rye,East Sussex,South East,England,County,Sally-Ann,Hart,Female,Con hold,Con,Lab
E14000736,E12000008,Havant,Hampshire,South East,England,Borough,Alan,Mak,Male,Con hold,Con,Lab
E14000737,E12000007,Hayes and Harlington,London,London,England,Borough,John,McDonnell,Male,Lab hold,Lab,Con
E14000738,E12000002,Hazel Grove,Greater Manchester,North West,England,County,William,Wragg,Male,Con hold,Con,LD
E14000739,E12000006,Hemel Hempstead,Hertfordshire,East,England,County,Mike,Penning,Male,Con hold,Con,Lab
E14000740,E12000003,Hemsworth,West Yorkshire,Yorkshire and The Humber,England,County,Jon,Trickett,Male,Lab hold,Lab,Con
E14000741,E12000007,Hendon,London,London,England,Borough,Matthew,Offord,Male,Con hold,Con,Lab
E14000742,E12000008,Henley,Oxfordshire,South East,England,County,John,Howell,Male,Con hold,Con,LD
E14000743,E12000005,Hereford and South Herefordshire,Hereford and Worcester,West Midlands,England,County,Jesse,Norman,Male,Con hold,Con,Lab
E14000744,E12000006,Hertford and Stortford,Hertfordshire,East,England,County,Julie,Marson,Female,Con hold,Con,Lab
E14000745,E12000006,Hertsmere,Hertfordshire,East,England,County,Oliver,Dowden,Male,Con hold,Con,Lab
E14000746,E12000001,Hexham,Northumberland,North East,England,County,Guy,Opperman,Male,Con hold,Con,Lab
E14000747,E12000002,Heywood and Middleton,Greater Manchester,North West,England,County,Chris,Clarkson,Male,Con gain from Lab,Con,Lab
E14000748,E12000004,High Peak,Derbyshire,East Midlands,England,County,Robert,Largan,Male,Con gain from Lab,Con,Lab
E14000749,E12000006,Hitchin and Harpenden,Hertfordshire,East,England,County,Bim,Afolami,Male,Con hold,Con,LD
E14000750,E12000007,Holborn and St Pancras,London,London,England,Borough,Keir,Starmer,Male,Lab hold,Lab,Con
E14000751,E12000007,Hornchurch and Upminster,London,London,England,Borough,Julia,Lopez,Female,Con hold,Con,Lab
E14000752,E12000007,Hornsey and Wood Green,London,London,England,Borough,Catherine,West,Female,Lab hold,Lab,LD
E14000753,E12000008,Horsham,West Sussex,South East,England,County,Jeremy,Quin,Male,Con hold,Con,LD
E14000754,E12000001,Houghton and Sunderland South,Tyne and Wear,North East,England,Borough,Bridget,Phillipson,Female,Lab hold,Lab,Con
E14000755,E12000008,Hove,East Sussex,South East,England,Borough,Peter,Kyle,Male,Lab hold,Lab,Con
E14000756,E12000003,Huddersfield,West Yorkshire,Yorkshire and The Humber,England,Borough,Barry,Sheerman,Male,Lab hold,Lab,Con
E14000757,E12000006,Huntingdon,Cambridgeshire,East,England,County,Jonathan,Djanogly,Male,Con hold,Con,Lab
E14000758,E12000002,Hyndburn,Lancashire,North West,England,Borough,Sara,Britcliffe,Female,Con gain from Lab,Con,Lab
E14000759,E12000007,Ilford North,London,London,England,Borough,Wes,Streeting,Male,Lab hold,Lab,Con
E14000760,E12000007,Ilford South,London,London,England,Borough,Sam,Tarry,Male,Lab hold,Lab,Con
S14000038,S92000003,Inverclyde,Scotland,Scotland,Scotland,County,Ronnie,Cowan,Male,SNP hold,SNP,Lab
S14000039,S92000003,"Inverness, Nairn, Badenoch and Strathspey",Scotland,Scotland,Scotland,County,Drew,Hendry,Male,SNP hold,SNP,Con
E14000761,E12000006,Ipswich,Suffolk,East,England,Borough,Tom,Hunt,Male,Con gain from Lab,Con,Lab
E14000762,E12000008,Isle Of Wight,Isle of Wight,South East,England,County,Bob,Seely,Male,Con hold,Con,Lab
E14000763,E12000007,Islington North,London,London,England,Borough,Jeremy,Corbyn,Male,Lab hold,Lab,LD
E14000764,E12000007,Islington South and Finsbury,London,London,England,Borough,Emily,Thornberry,Female,Lab hold,Lab,LD
W07000077,W92000004,Islwyn,Gwent and Mid Glamorgan,Wales,Wales,County,Chris,Evans,Male,Lab hold,Lab,Con
E14000765,E12000001,Jarrow,Tyne and Wear,North East,England,Borough,Kate,Osborne,Female,Lab hold,Lab,Con
E14000766,E12000003,Keighley,West Yorkshire,Yorkshire and The Humber,England,County,Robbie,Moore,Male,Con gain from Lab,Con,Lab
E14000767,E12000005,Kenilworth and Southam,Warwickshire,West Midlands,England,County,Jeremy,Wright,Male,Con hold,Con,LD
E14000768,E12000007,Kensington,London,London,England,Borough,Felicity,Buchan,Female,Con gain from Lab,Con,Lab
E14000769,E12000004,Kettering,Northamptonshire,East Midlands,England,County,Philip,Hollobone,Male,Con hold,Con,Lab
S14000040,S92000003,Kilmarnock and Loudoun,Scotland,Scotland,Scotland,County,Alan,Brown,Male,SNP hold,SNP,Con
E14000770,E12000007,Kingston and Surbiton,London,London,England,Borough,Edward,Davey,Male,LD hold,LD,Con
E14000771,E12000003,Kingston upon Hull East,Humberside,Yorkshire and The Humber,England,Borough,Karl,Turner,Male,Lab hold,Lab,Con
E14000772,E12000003,Kingston upon Hull North,Humberside,Yorkshire and The Humber,England,Borough,Diana,Johnson,Female,Lab hold,Lab,Con
E14000773,E12000003,Kingston upon Hull West and Hessle,Humberside,Yorkshire and The Humber,England,Borough,Emma,Hardy,Female,Lab hold,Lab,Con
E14000774,E12000009,Kingswood,Avon,South West,England,Borough,Chris,Skidmore,Male,Con hold,Con,Lab
S14000041,S92000003,Kirkcaldy and Cowdenbeath,Scotland,Scotland,Scotland,County,Neale,Hanvey,Male,SNP gain from Lab,SNP,Lab
E14000775,E12000002,Knowsley,Merseyside,North West,England,Borough,George,Howarth,Male,Lab hold,Lab,Con
N06000009,N92000002,Lagan Valley,Northern Ireland,Northern Ireland,Northern Ireland,County,Jeffrey M.,Donaldson,Male,DUP hold,DUP,Alliance
