CODE,ons_region_id,constituency_name,county_name,region_name,country_name,constituency_type,mp_firstname,mp_surname,mp_gender,result,first_party,second_party
S14000042,S92000003,Lanark and Hamilton East,Scotland,Scotland,Scotland,County,Angela,Crawley,Female,SNP hold,SNP,Con
E14000776,E12000002,Lancaster and Fleetwood,Lancashire,North West,England,County,Cat,Smith,Female,Lab hold,Lab,Con
E14000777,E12000003,Leeds Central,West Yorkshire,Yorkshire and The Humber,England,Borough,Hilary,Benn,Male,Lab hold,Lab,Con
E14000778,E12000003,Leeds East,West Yorkshire,Yorkshire and The Humber,England,Borough,Richard,Burgon,Male,Lab hold,Lab,Con
E14000779,E12000003,Leeds North East,West Yorkshire,Yorkshire and The Humber,England,Borough,Fabian,Hamilton,Male,Lab hold,Lab,Con
E14000780,E12000003,Leeds North West,West Yorkshire,Yorkshire and The Humber,England,Borough,Alex,Sobel,Male,Lab hold,Lab,Con
E14000781,E12000003,Leeds West,West Yorkshire,Yorkshire and The Humber,England,Borough,Rachel,Reeves,Female,Lab hold,Lab,Con
E14000782,E12000004,Leicester East,Leicestershire,East Midlands,England,Borough,Claudia,Webbe,Female,Lab hold,Lab,Con
E14000783,E12000004,Leicester South,Leicestershire,East Midlands,England,Borough,Jonathan,Ashworth,Male,Lab hold,Lab,Con
E14000784,E12000004,Leicester West,Leicestershire,East Midlands,England,Borough,Liz,Kendall,Female,Lab hold,Lab,Con
E14000785,E12000002,Leigh,Greater Manchester,North West,England,County,James,Grundy,Male,Con gain from Lab Coop,Con,Lab
E14000786,E12000008,Lewes,East Sussex,South East,England,County,Maria,Caulfield,Female,Con hold,Con,LD
E14000789,E12000007,"Lewisham, Deptford",London,London,England,Borough,Vicky,Foxcroft,Female,Lab hold,Lab,Con
E14000787,E12000007,Lewisham East,London,London,England,Borough,Janet,Daby,Female,Lab hold,Lab,Con
E14000788,E12000007,Lewisham West and Penge,London,London,England,Borough,Ellie,Reeves,Female,Lab hold,Lab,Con
E14000790,E12000007,Leyton and Wanstead,London,London,England,County,John,Cryer,Male,Lab hold,Lab,Con
E14000791,E12000005,Lichfield,Staffordshire,West Midlands,England,County,Michael,Fabricant,Male,Con hold,Con,Lab
E14000792,E12000004,Lincoln,Lincolnshire,East Midlands,England,Borough,Karl,McCartney,Male,Con gain from Lab,Con,Lab
S14000043,S92000003,Linlithgow and East Falkirk,Scotland,Scotland,Scotland,County,Martyn,Day,Male,SNP hold,SNP,Con
E14000793,E12000002,"Liverpool, Riverside",Merseyside,North West,England,Borough,Kim,Johnson,Female,Lab hold,Lab,Con
E14000794,E12000002,"Liverpool, Walton",Merseyside,North West,England,Borough,Dan,Carden,Male,Lab hold,Lab,Con
E14000795,E12000002,"Liverpool, Wavertree",Merseyside,North West,England,Borough,Paula,Barker,Female,Lab hold,Lab,Con
E14000796,E12000002,"Liverpool, West Derby",Merseyside,North West,England,Borough,Ian,Byrne,Male,Lab hold,Lab,Con
S14000044,S92000003,Livingston,Scotland,Scotland,Scotland,County,Hannah,Bardell,Female,SNP hold,SNP,Con
W07000045,W92000004,Llanelli,Dyfed,Wales,Wales,County,Nia,Griffith,Female,Lab hold,Lab,Con
E14000797,E12000004,Loughborough,Leicestershire,East Midlands,England,County,Jane,Hunt,Female,Con hold,Con,Lab
E14000798,E12000004,Louth and Horncastle,Lincolnshire,East Midlands,England,County,Victoria,Atkins,Female,Con hold,Con,Lab
E14000799,E12000005,Ludlow,Shropshire,West Midlands,England,County,Philip,Dunne,Male,Con hold,Con,LD
E14000800,E12000006,Luton North,Bedfordshire,East,England,Borough,Sarah,Owen,Female,Lab hold,Lab,Con
E14000801,E12000006,Luton South,Bedfordshire,East,England,Borough,Rachel,Hopkins,Female,Lab hold,Lab,Con
E14000802,E12000002,Macclesfield,Cheshire,North West,England,County,David,Rutley,Male,Con hold,Con,Lab
E14000803,E12000008,Maidenhead,Berkshire,South East,England,County,Theresa,May,Female,Con hold,Con,LD
E14000804,E12000008,Maidstone and The Weald,Kent,South East,England,County,Helen,Grant,Female,Con hold,Con,Lab
E14000805,E12000002,Makerfield,Greater Manchester,North West,England,County,Yvonne,Fovargue,Female,Lab hold,Lab,Con
E14000806,E12000006,Maldon,Essex,East,England,County,John,Whittingdale,Male,Con hold,Con,Lab
E14000807,E12000002,Manchester Central,Greater Manchester,North West,England,Borough,Lucy,Powell,Female,Lab hold,Lab,Con
E14000808,E12000002,"Manchester, Gorton",Greater Manchester,North West,England,Borough,Afzal,Khan,Male,Lab hold,Lab,Con
E14000809,E12000002,"Manchester, Withington",Greater Manchester,North West,England,Borough,Jeff,Smith,Male,Lab hold,Lab,LD
E14000810,E12000004,Mansfield,Nottinghamshire,East Midlands,England,County,Ben,Bradley,Male,Con hold,Con,Lab
E14000811,E12000008,Meon Valley,Hampshire,South East,England,County,Flick,Drummond,Female,Con hold,Con,LD
E14000812,E12000005,Meriden,West Midlands,West Midlands,England,County,Saqib,Bhatti,Male,Con hold,Con,Lab
W07000071,W92000004,Merthyr Tydfil and Rhymney,Gwent and Mid Glamorgan,Wales,Wales,County,Gerald,Jones,Male,Lab hold,Lab,Con
E14000813,E12000006,Mid Bedfordshire,Bedfordshire,East,England,County,Nadine,Dorries,Female,Con hold,Con,Lab
E14000814,E12000004,Mid Derbyshire,Derbyshire,East Midlands,England,County,Pauline,Latham,Female,Con hold,Con,Lab
E14000819,E12000001,Middlesbrough,Cleveland,North East,England,Borough,Andy,McDonald,Male,Lab hold,Lab,Con
E14000820,E12000001,Middlesbrough South and East Cleveland,Cleveland,North East,England,County,Simon,Clarke,Male,Con hold,Con,Lab
E14000815,E12000009,Mid Dorset and North Poole,Dorset,South West,England,County,Michael,Tomlinson,Male,Con hold,Con,LD
S14000045,S92000003,Midlothian,Scotland,Scotland,Scotland,County,Owen,Thompson,Male,SNP gain from Lab,SNP,Lab
E14000816,E12000006,Mid Norfolk,Norfolk,East,England,County,George,Freeman,Male,Con hold,Con,Lab
E14000817,E12000008,Mid Sussex,West Sussex,South East,England,County,Mims,Davies,Female,Con hold,Con,LD
N06000010,N92000002,Mid Ulster,Northern Ireland,Northern Ireland,Northern Ireland,County,Francie,Molloy,Male,SF hold,SF,DUP
E14000818,E12000005,Mid Worcestershire,Hereford and Worcester,West Midlands,England,County,Nigel,Huddleston,Male,Con hold,Con,Lab
E14000821,E12000008,Milton Keynes North,Buckinghamshire,South East,England,County,Ben,Everitt,Male,Con hold,Con,Lab
E14000822,E12000008,Milton Keynes South,Buckinghamshire,South East,England,Borough,Iain,Stewart,Male,Con hold,Con,Lab
E14000823,E12000007,Mitcham and Morden,London,London,England,Borough,Siobhain,McDonagh,Female,Lab hold,Lab,Con
E14000824,E12000008,Mole Valley,Surrey,South East,England,County,Paul,Beresford,Male,Con hold,Con,LD
W07000054,W92000004,Monmouth,Gwent and Mid Glamorgan,Wales,Wales,County,David T. C.,Davies,Male,Con hold,Con,Lab
W07000063,W92000004,Montgomeryshire,Powys,Wales,Wales,County,Craig,Williams,Male,Con hold,Con,LD
S14000046,S92000003,Moray,Scotland,Scotland,Scotland,County,Douglas,Ross,Male,Con hold,Con,SNP
E14000825,E12000002,Morecambe and Lunesdale,Lancashire,North West,England,County,David,Morris,Male,Con hold,Con,Lab
E14000826,E12000003,Morley and Outwood,West Yorkshire,Yorkshire and The Humber,England,County,Andrea,Jenkyns,Female,Con hold,Con,Lab
S14000047,S92000003,Motherwell and Wishaw,Scotland,Scotland,Scotland,Borough,Marion,Fellows,Female,SNP hold,SNP,Lab
S14000027,S92000003,Na h-Eileanan An Iar,Scotland,Scotland,Scotland,County,Angus Brendan,MacNeil,Male,SNP hold,SNP,Lab
W07000069,W92000004,Neath,West Glamorgan,Wales,Wales,County,Christina,Rees,Female,Lab hold,Lab,Con
E14000829,E12000004,Newark,Nottinghamshire,East Midlands,England,County,Robert,Jenrick,Male,Con hold,Con,Lab
E14000830,E12000008,Newbury,Berkshire,South East,England,County,Laura,Farris,Female,Con hold,Con,LD
E14000834,E12000005,Newcastle-Under-Lyme,Staffordshire,West Midlands,England,Borough,Aaron,Bell,Male,Con gain from Lab,Con,Lab
E14000831,E12000001,Newcastle Upon Tyne Central,Tyne and Wear,North East,England,Borough,Chi,Onwurah,Female,Lab hold,Lab,Con
E14000832,E12000001,Newcastle Upon Tyne East,Tyne and Wear,North East,England,Borough,Nicholas,Brown,Male,Lab hold,Lab,Con
E14000833,E12000001,Newcastle Upon Tyne North,Tyne and Wear,North East,England,Borough,Catherine,McKinnell,Female,Lab hold,Lab,Con
E14000827,E12000008,New Forest East,Hampshire,South East,England,County,Julian,Lewis,Male,Con hold,Con,Lab
E14000828,E12000008,New Forest West,Hampshire,South East,England,County,Desmond,Swayne,Male,Con hold,Con,LD
W07000055,W92000004,Newport East,Gwent and Mid Glamorgan,Wales,Wales,County,Jessica,Morden,Female,Lab hold,Lab,Con
W07000056,W92000004,Newport West,Gwent and Mid Glamorgan,Wales,Wales,County,Ruth,Jones,Female,Lab hold,Lab,Con
N06000011,N92000002,Newry and Armagh,Northern Ireland,Northern Ireland,Northern Ireland,County,Mickey,Brady,Male,SF hold,SF,DUP
E14000835,E12000009,Newton Abbot,Devon,South West,England,County,Anne Marie,Morris,Female,Con hold,Con,LD
E14000836,E12000003,"Normanton, Pontefract and Castleford",West Yorkshire,Yorkshire and The Humber,England,County,Yvette,Cooper,Female,Lab hold,Lab,Con
E14000861,E12000004,Northampton North,Northamptonshire,East Midlands,England,Borough,Michael,Ellis,Male,Con hold,Con,Lab
E14000862,E12000004,Northampton South,Northamptonshire,East Midlands,England,Borough,Andrew,Lewer,Male,Con hold,Con,Lab
N06000012,N92000002,North Antrim,Northern Ireland,Northern Ireland,Northern Ireland,County,Ian,Paisley,Male,DUP hold,DUP,UUP
S14000048,S92000003,North Ayrshire and Arran,Scotland,Scotland,Scotland,County,Patricia,Gibson,Female,SNP hold,SNP,Con
E14000837,E12000009,North Cornwall,Cornwall,South West,England,County,Scott,Mann,Male,Con hold,Con,LD
E14000838,E12000009,North Devon,Devon,South West,England,County,Selaine,Saxby,Female,Con hold,Con,LD
E14000839,E12000009,North Dorset,Dorset,South West,England,County,Simon,Hoare,Male,Con hold,Con,LD
N06000013,N92000002,North Down,Northern Ireland,Northern Ireland,Northern Ireland,County,Stephen,Farry,Male,Alliance gain from Ind,Alliance,DUP
E14000840,E12000001,North Durham,Durham,North East,England,County,Kevan,Jones,Male,Lab hold,Lab,Con
E14000841,E12000006,North East Bedfordshire,Bedfordshire,East,England,County,Richard,Fuller,Male,Con hold,Con,Lab
E14000842,E12000006,North East Cambridgeshire,Cambridgeshire,East,England,County,Stephen,Barclay,Male,Con hold,Con,Lab
E14000843,E12000004,North East Derbyshire,Derbyshire,East Midlands,England,County,Lee,Rowley,Male,Con hold,Con,Lab
S14000049,S92000003,North East Fife,Scotland,Scotland,Scotland,County,Wendy,Chamberlain,Female,LD gain from SNP,LD,SNP
E14000844,E12000008,North East Hampshire,Hampshire,South East,England,County,Ranil,Jayawardena,Male,Con hold,Con,LD
E14000845,E12000006,North East Hertfordshire,Hertfordshire,East,England,County,Oliver,Heald,Male,Con hold,Con,Lab
E14000846,E12000009,North East Somerset,Avon,South West,England,County,Jacob,Rees-Mogg,Male,Con hold,Con,Lab
E14000847,E12000005,North Herefordshire,Hereford and Worcester,West Midlands,England,County,Bill,Wiggin,Male,Con hold,Con,LD
E14000848,E12000006,North Norfolk,Norfolk,East,England,County,Duncan,Baker,Male,Con gain from LD,Con,LD
E14000849,E12000005,North Shropshire,Shropshire,West Midlands,England,County,Owen,Paterson,Male,Con hold,Con,Lab
E14000850,E12000009,North Somerset,Avon,South West,England,County,Liam,Fox,Male,Con hold,Con,Lab
E14000851,E12000009,North Swindon,Wiltshire,South West,England,County,Justin,Tomlinson,Male,Con hold,Con,Lab
E14000852,E12000008,North Thanet,Kent,South East,England,County,Roger,Gale,Male,Con hold,Con,Lab
E14000853,E12000001,North Tyneside,Tyne and Wear,North East,England,Borough,Mary,Glindon,Female,Lab hold,Lab,Con
E14000854,E12000005,North Warwickshire,Warwickshire,West Midlands,England,County,Craig,Tracey,Male,Con hold,Con,Lab
E14000855,E12000006,North West Cambridgeshire,Cambridgeshire,East,England,County,Shailesh,Vara,Male,Con hold,Con,Lab
E14000856,E12000001,North West Durham,Durham,North East,England,County,Richard,Holden,Male,Con gain from Lab,Con,Lab
E14000857,E12000008,North West Hampshire,Hampshire,South East,England,County,Kit,Malthouse,Male,Con hold,Con,LD
E14000858,E12000004,North West Leicestershire,Leicestershire,East Midlands,England,County,Andrew,Bridgen,Male,Con hold,Con,Lab
E14000859,E12000006,North West Norfolk,Norfolk,East,England,County,James,Wild,Male,Con hold,Con,Lab
E14000860,E12000009,North Wiltshire,Wiltshire,South West,England,County,James,Gray,Male,Con hold,Con,LD
E14000863,E12000006,Norwich North,Norfolk,East,England,Borough,Chloe,Smith,Female,Con hold,Con,Lab
E14000864,E12000006,Norwich South,Norfolk,East,England,Borough,Clive,Lewis,Male,Lab hold,Lab,Con
E14000865,E12000004,Nottingham East,Nottinghamshire,East Midlands,England,Borough,Nadia,Whittome,Female,Lab hold,Lab,Con
E14000866,E12000004,Nottingham North,Nottinghamshire,East Midlands,England,Borough,Alex,Norris,Male,Lab hold,Lab,Con
E14000867,E12000004,Nottingham South,Nottinghamshire,East Midlands,England,Borough,Lilian,Greenwood,Female,Lab hold,Lab,Con
E14000868,E12000005,Nuneaton,Warwickshire,West Midlands,England,County,Marcus,Jones,Male,Con hold,Con,Lab
S14000050,S92000003,Ochil and South Perthshire,Scotland,Scotland,Scotland,County,John,Nicolson,Male,SNP gain from Con,SNP,Con
W07000074,W92000004,Ogmore,Gwent and Mid Glamorgan,Wales,Wales,County,Chris,Elmore,Male,Lab hold,Lab,Con
E14000869,E12000007,Old Bexley and Sidcup,London,London,England,Borough,James,Brokenshire,Male,Con hold,Con,Lab
E14000870,E12000002,Oldham East and Saddleworth,Greater Manchester,North West,England,County,Debbie,Abrahams,Female,Lab hold,Lab,Con
E14000871,E12000002,Oldham West and Royton,Greater Manchester,North West,England,Borough,Jim,McMahon,Male,Lab hold,Lab,Con
S14000051,S92000003,Orkney and Shetland,Scotland,Scotland,Scotland,County,Alistair,Carmichael,Male,LD hold,LD,SNP
E14000872,E12000007,Orpington,London,London,England,Borough,Gareth,Bacon,Male,Con hold,Con,Lab
E14000873,E12000008,Oxford East,Oxfordshire,South East,England,Borough,Anneliese,Dodds,Female,Lab hold,Lab,Con
E14000874,E12000008,Oxford West and Abingdon,Oxfordshire,South East,England,County,Layla,Moran,Female,LD hold,LD,Con
S14000052,S92000003,Paisley and Renfrewshire North,Scotland,Scotland,Scotland,County,Gavin,Newlands,Male,SNP hold,SNP,Lab
S14000053,S92000003,Paisley and Renfrewshire South,Scotland,Scotland,Scotland,County,Mhairi,Black,Female,SNP hold,SNP,Lab
E14000875,E12000002,Pendle,Lancashire,North West,England,Borough,Andrew,Stephenson,Male,Con hold,Con,Lab
E14000876,E12000003,Penistone and Stocksbridge,South Yorkshire,Yorkshire and The Humber,England,County,Miriam,Cates,Female,Con gain from Lab,Con,Lab
E14000877,E12000002,Penrith and The Border,Cumbria,North West,England,County,Neil,Hudson,Male,Con hold,Con,Lab
S14000054,S92000003,Perth and North Perthshire,Scotland,Scotland,Scotland,County,Pete,Wishart,Male,SNP hold,SNP,Con
E14000878,E12000006,Peterborough,Cambridgeshire,East,England,Borough,Paul,Bristow,Male,Con gain from Lab,Con,Lab
E14000879,E12000009,"Plymouth, Moor View",Devon,South West,England,Borough,Johnny,Mercer,Male,Con hold,Con,Lab
E14000880,E12000009,"Plymouth, Sutton and Devonport",Devon,South West,England,Borough,Luke,Pollard,Male,Lab hold,Lab,Con
W07000075,W92000004,Pontypridd,Gwent and Mid Glamorgan,Wales,Wales,County,Alex,Davies-Jones,Female,Lab hold,Lab,Con
E14000881,E12000009,Poole,Dorset,South West,England,Borough,Robert,Syms,Male,Con hold,Con,Lab
E14000882,E12000007,Poplar and Limehouse,London,London,England,Borough,Apsana,Begum,Female,Lab hold,Lab,Con
E14000883,E12000008,Portsmouth North,Hampshire,South East,England,Borough,Penny,Mordaunt,Female,Con hold,Con,Lab
E14000884,E12000008,Portsmouth South,Hampshire,South East,England,Borough,Stephen,Morgan,Male,Lab hold,Lab,Con
W07000065,W92000004,Preseli Pembrokeshire,Dyfed,Wales,Wales,County,Stephen,Crabb,Male,Con hold,Con,Lab
E14000885,E12000002,Preston,Lancashire,North West,England,Borough,Mark,Hendrick,Male,Lab hold,Lab,Con
E14000886,E12000003,Pudsey,West Yorkshire,Yorkshire and The Humber,England,Borough,Stuart,Andrew,Male,Con hold,Con,Lab
E14000887,E12000007,Putney,London,London,England,Borough,Fleur,Anderson,Female,Lab gain from Con,Lab,Con
E14000888,E12000006,Rayleigh and Wickford,Essex,East,England,County,Mark,Francois,Male,Con hold,Con,Lab
E14000889,E12000008,Reading East,Berkshire,South East,England,Borough,Mathew,Rodda,Male,Lab hold,Lab,Con
E14000890,E12000008,Reading West,Berkshire,South East,England,County,Alok,Sharma,Male,Con hold,Con,Lab
E14000891,E12000001,Redcar,Cleveland,North East,England,Borough,Jacob,Young,Male,Con gain from Lab Coop,Con,Lab
E14000892,E12000005,Redditch,Hereford and Worcester,West Midlands,England,County,Rachel,Maclean,Female,Con hold,Con,Lab
E14000893,E12000008,Reigate,Surrey,South East,England,Borough,Crispin,Blunt,Male,Con hold,Con,Lab
W07000052,W92000004,Rhondda,Gwent and Mid Glamorgan,Wales,Wales,County,Chris,Bryant,Male,Lab hold,Lab,Con
E14000894,E12000002,Ribble Valley,Lancashire,North West,England,County,Nigel,Evans,Male,Con hold,Con,Lab
E14000896,E12000007,Richmond Park,London,London,England,Borough,Sarah,Olney,Female,LD gain from Con,LD,Con
E14000895,E12000003,Richmond (Yorks),North Yorkshire,Yorkshire and The Humber,England,County,Rishi,Sunak,Male,Con hold,Con,Lab
E14000897,E12000002,Rochdale,Greater Manchester,North West,England,County,Tony,Lloyd,Male,Lab hold,Lab,Con
E14000898,E12000008,Rochester and Strood,Kent,South East,England,County,Kelly,Tolhurst,Female,Con hold,Con,Lab
E14000899,E12000006,Rochford and Southend East,Essex,East,England,County,James,Duddridge,Male,Con hold,Con,Lab
E14000900,E12000007,Romford,London,London,England,Borough,Andrew,Rosindell,Male,Con hold,Con,Lab
E14000901,E12000008,Romsey and Southampton North,Hampshire,South East,England,County,Caroline,Nokes,Female,Con hold,Con,LD
E14000902,E12000002,Rossendale and Darwen,Lancashire,North West,England,Borough,Jake,Berry,Male,Con hold,Con,Lab
S14000055,S92000003,"Ross, Skye and Lochaber",Scotland,Scotland,Scotland,County,Ian,Blackford,Male,SNP hold,SNP,LD
E14000904,E12000003,Rotherham,South Yorkshire,Yorkshire and The Humber,England,Borough,Sarah,Champion,Female,Lab hold,Lab,Con
E14000903,E12000003,Rother Valley,South Yorkshire,Yorkshire and The Humber,England,County,Alexander,Stafford,Male,Con gain from Lab,Con,Lab
E14000905,E12000005,Rugby,Warwickshire,West Midlands,England,County,Mark,Pawsey,Male,Con hold,Con,Lab
E14000906,E12000007,"Ruislip, Northwood and Pinner",London,London,England,Borough,David,Simmonds,Male,Con hold,Con,Lab
E14000907,E12000008,Runnymede and Weybridge,Surrey,South East,England,County,Ben,Spencer,Male,Con hold,Con,Lab
E14000908,E12000004,Rushcliffe,Nottinghamshire,East Midlands,England,County,Ruth,Edwards,Female,Con hold,Con,Lab
S14000056,S92000003,Rutherglen and Hamilton West,Scotland,Scotland,Scotland,Borough,Margaret,Ferrier,Female,SNP gain from Lab Coop,SNP,Lab
E14000909,E12000004,Rutland and Melton,Leicestershire,East Midlands,England,County,Alicia,Kearns,Female,Con hold,Con,Lab
E14000910,E12000006,Saffron Walden,Essex,East,England,County,Kemi,Badenoch,Female,Con hold,Con,LD
E14000911,E12000002,Salford and Eccles,Greater Manchester,North West,England,Borough,Rebecca,Long-Bailey,Female,Lab hold,Lab,Con
E14000912,E12000009,Salisbury,Wiltshire,South West,England,County,John,Glen,Male,Con hold,Con,LD
E14000913,E12000003,Scarborough and Whitby,North Yorkshire,Yorkshire and The Humber,England,County,Robert,Goodwill,Male,Con hold,Con,Lab
E14000914,E12000003,Scunthorpe,Humberside,Yorkshire and The Humber,England,County,Holly,Mumby-Croft,Female,Con gain from Lab,Con,Lab
E14000915,E12000001,Sedgefield,Durham,North East,England,County,Paul,Howell,Male,Con gain from Lab,Con,Lab
E14000916,E12000002,Sefton Central,Merseyside,North West,England,County,Bill,Esterson,Male,Lab hold,Lab,Con
E14000917,E12000003,Selby and Ainsty,North Yorkshire,Yorkshire and The Humber,England,County,Nigel,Adams,Male,Con hold,Con,Lab
E14000918,E12000008,Sevenoaks,Kent,South East,England,County,Laura,Trott,Female,Con hold,Con,LD
E14000921,E12000003,"Sheffield, Brightside and Hillsborough",South Yorkshire,Yorkshire and The Humber,England,Borough,Gill,Furniss,Female,Lab hold,Lab,Con
E14000919,E12000003,Sheffield Central,South Yorkshire,Yorkshire and The Humber,England,Borough,Paul,Blomfield,Male,Lab hold,Lab,Con
E14000922,E12000003,"Sheffield, Hallam",South Yorkshire,Yorkshire and The Humber,England,County,Olivia,Blake,Female,Lab hold,Lab,LD
E14000923,E12000003,"Sheffield, Heeley",South Yorkshire,Yorkshire and The Humber,England,Borough,Louise,Haigh,Female,Lab hold,Lab,Con
E14000920,E12000003,Sheffield South East,South Yorkshire,Yorkshire and The Humber,England,Borough,Clive,Betts,Male,Lab hold,Lab,Con
E14000924,E12000004,Sherwood,Nottinghamshire,East Midlands,England,County,Mark,Spencer,Male,Con hold,Con,Lab
E14000925,E12000003,Shipley,West Yorkshire,Yorkshire and The Humber,England,County,Philip,Davies,Male,Con hold,Con,Lab
E14000926,E12000005,Shrewsbury and Atcham,Shropshire,West Midlands,England,County,Daniel,Kawczynski,Male,Con hold,Con,Lab
E14000927,E12000008,Sittingbourne and Sheppey,Kent,South East,England,County,Gordon,Henderson,Male,Con hold,Con,Lab
E14000928,E12000003,Skipton and Ripon,North Yorkshire,Yorkshire and The Humber,England,County,Julian,Smith,Male,Con hold,Con,Lab
E14000929,E12000004,Sleaford and North Hykeham,Lincolnshire,East Midlands,England,County,Caroline,Johnson,Female,Con hold,Con,Lab
E14000930,E12000008,Slough,Berkshire,South East,England,Borough,Tan,Dhesi,Male,Lab hold,Lab,Con
E14000931,E12000005,Solihull,West Midlands,West Midlands,England,Borough,Julian,Knight,Male,Con hold,Con,Lab
